v1
v0.8.2
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),Intel Core i5-10600K CPU @ 4.10GHz,AMD Radeon RX 9070 XT (RADV GFX1201),32148228,7.0.1-cachyos,,performance
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
99.5484,10.0454,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2023778032
100.417,9.95851,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2033737048
99.6306,10.0371,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2043775198
100.405,9.95965,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2053734947
99.7411,10.026,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2063761963
99.9648,10.0035,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2073766167
99.8559,10.0144,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2083781860
100.314,9.96868,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2093750709
99.7988,10.0202,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2103771868
100.128,9.9872,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2113759082
99.7326,10.0268,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2123787189
100.559,9.94443,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2133731674
99.5635,10.0438,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2143776634
99.9224,10.0078,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2153784779
100.069,9.99308,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2163779479
100.305,9.96957,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2173749242
99.7948,10.0206,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2183771396
100.259,9.97421,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2193745490
99.6597,10.0341,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2203781183
100.454,9.95483,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2213735774
99.6145,10.0387,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2223775905
100.398,9.9604,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2233736217
99.5823,10.0419,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2243779296
100.253,9.97475,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2253754582
99.8302,10.017,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2263772319
100.25,9.97506,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2273747513
99.6652,10.0336,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2283782401
100.548,9.94548,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2293727292
99.5986,10.0403,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2303769014
100.103,9.98967,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2313759206
99.7857,10.0215,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2323782231
100.23,9.97703,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2333759440
99.8832,10.0117,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2343772075
99.9765,10.0023,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2353775362
99.9298,10.007,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2363783543
100.299,9.97015,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2373754256
99.7696,10.0231,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2383778190
100.148,9.98525,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2393763864
99.7727,10.0228,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2403787468
100.446,9.95559,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2413743561
99.595,10.0407,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2423786160
100.325,9.96757,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2433753966
99.7872,10.0213,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2443776527
100.078,9.99223,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2453769208
99.9898,10.001,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2463771365
100.171,9.98293,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2473754930
99.7655,10.0235,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2483779311
100.272,9.97286,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2493752870
99.7001,10.0301,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2503783953
100.376,9.96252,20,0,0,67,0,350,0,0,0,12.7076,0.733524,0,4499,2513748247
99.6563,10.0345,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2523782708
100.349,9.96523,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2533747891
99.7343,10.0266,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2543775692
100.022,9.99778,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2553774190
99.8754,10.0125,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2563788286
100.338,9.96631,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2573754426
99.7392,10.0261,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2583782209
100.048,9.99516,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2593777496
99.9407,10.0059,20.0669,0,0,67,0,350,0,0,0,12.727,0.733524,0,4502,2603784808
